Mode,OBJECTID,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTES_USING_STOP,SHAPE,SE_ANNO_CAD_DATA
BUS,6609,20726,Malvern Rd/Orrong Rd (Toorak),-37.8488,145.0124,1,605,POINT (-37.84882896 145.01243808),
BUS,6610,20728,Densham Rd/Rose St (Armadale),-37.8511,145.018,1,605,POINT (-37.85108598 145.01801412),
BUS,6611,20729,Kooyong Rd/Rose St (Armadale),-37.8515,145.021,1,605,POINT (-37.85147001 145.021005),
BUS,6612,2073,Centenary Dr/Redleap Ave (Mill Park),-37.6591,145.0688,2,564,POINT (-37.65906504 145.06877088),
BUS,6613,20730,Flete Ave/Kooyong Rd (Armadale),-37.8535,145.0211,1,605,POINT (-37.85348997 145.02106404),
BUS,6614,20731,Armadale Station/Kooyong Rd (Armadale),-37.8573,145.0204,1,605,POINT (-37.85730903 145.02040488),
BUS,6615,20732,St James Rd/Kooyong Rd (Armadale),-37.8594,145.0201,1,605,POINT (-37.85940297 145.02011004),
BUS,6616,20733,Wattletree Rd/Kooyong Rd (Armadale),-37.8609,145.0198,1,605,POINT (-37.86090399 145.01984292),
BUS,6617,20734,Dandenong Rd/Kooyong Rd (Armadale),-37.8622,145.0196,1,605,POINT (-37.86223401 145.019637),
BUS,6618,20735,Alma Rd/Kooyong Rd (Caulfield North),-37.8646,145.0192,1,605,POINT (-37.86459696 145.01919816),
BUS,6619,20736,Wanda Rd/Kooyong Rd (Caulfield North),-37.8667,145.0188,1,605,POINT (-37.866681 145.01878992),
BUS,6620,20737,Inkerman Rd/Kooyong Rd (Caulfield North),-37.8685,145.0184,1,605,POINT (-37.86854004 145.01841084),
BUS,6621,20738,Dorgan St/Kooyong Rd (Caulfield North),-37.8707,145.0181,1,605,POINT (-37.87065198 145.01805912),
BUS,6622,20739,Balaclava Rd/Kooyong Rd (Caulfield North),-37.8714,145.0179,1,605,POINT (-37.871406 145.01791296),
BUS,6623,2074,Pulford Cres/Centenary Dr (Mill Park),-37.658,145.0659,2,"564,383",POINT (-37.65795399 145.06592004),
BUS,6624,20740,Airdrie Rd/Kooyong Rd (Caulfield North),-37.8741,145.0174,1,605,POINT (-37.87411896 145.01737512),
BUS,6625,20741,Eyre Rd/Kooyong Rd (Caulfield North),-37.8757,145.017,1,605,POINT (-37.875726 145.01704716),
BUS,6626,20742,Yanakie Cres/Kooyong Rd (Caulfield North),-37.877,145.0168,1,605,POINT (-37.87704702 145.016784),
BUS,6627,20743,Glen Eira Rd/Kooyong Rd (Caulfield North),-37.8788,145.0164,1,605,POINT (-37.87884297 145.01644092),
BUS,6628,20745,Caulfield Hospital/Kooyong Rd (Caulfield),-37.8819,145.0158,1,605,POINT (-37.88190603 145.01581308),
BUS,6629,20746,Prentice St/Kooyong Rd (Caulfield North),-37.8834,145.0155,1,605,POINT (-37.88340498 145.01551104),
BUS,6630,20747,Glenhuntly Rd/Kooyong Rd (Elsternwick),-37.8857,145.0151,1,605,POINT (-37.88569602 145.015074),
BUS,6631,20749,Sycamore St/Kooyong Rd (Elsternwick),-37.8888,145.0145,1,605,POINT (-37.88881299 145.01450088),
BUS,6632,2075,Morang Dr/Centenary Dr (Mill Park),-37.6554,145.062,2,"564,383",POINT (-37.65535704 145.06196292),
BUS,6633,20750,Trevelyan St/Kooyong Rd (Elsternwick),-37.8906,145.0142,1,605,POINT (-37.89059202 145.01416896),
BUS,6634,20751,Salvation Army Church/Buckley St (Essendon),-37.7572,144.9198,1,510,POINT (-37.75722903 144.91979604),
BUS,6635,20752,Goonawarra Golf Course/Francis Bvd (Sunbury),-37.5854,144.7492,2,486,POINT (-37.58541399 144.74924208),
BUS,6636,20753,Crawford St/Mt Alexander Rd (Essendon),-37.7597,144.9208,1,"476,477,483,469",POINT (-37.759689 144.92082816),
BUS,6637,20754,Portland St/Munro St (Coburg),-37.7434,144.9507,1,512,POINT (-37.74344202 144.95072112),
BUS,6638,20756,Pascoe Vale Rd/Woodland St (Essendon),-37.7437,144.9289,1,512,POINT (-37.74366396 144.92889108),
BUS,6639,20757,Strathmore Station/Woodlands St (Strathmore),-37.7434,144.9272,1,512,POINT (-37.74344499 144.92720592),
BUS,6640,2076,Pollock Dr/Morang Dr (Mill Park),-37.6533,145.0626,2,"383,564,569,382",POINT (-37.65332097 145.06256088),
BUS,6641,20760,Greenhill Rd/Diamond Creek Rd (Greensborough),-37.6913,145.1136,2,"901,343",POINT (-37.69127901 145.11360492),
BUS,6642,20761,Spring St/Diamond Creek Rd (Greensborough),-37.6931,145.1128,2,"901,343",POINT (-37.69311402 145.11284388),
BUS,6643,20762,Delfin Cres/Diamond Creek Rd (Greensborough),-37.6961,145.1094,2,"901,343",POINT (-37.69611399 145.10941092),
BUS,6644,20763,St Catharines Church/Kooyong Rd (Elsternwick),-37.8928,145.0138,1,605,POINT (-37.89277497 145.01378088),
BUS,6645,20765,North Rd/Kooyong Rd (Gardenvale),-37.9,145.0124,1,630,POINT (-37.90004202 145.01239092),
BUS,6646,20766,Sandringham Station/Station St (Sandringham),-37.9502,145.0042,2,822,POINT (-37.95020703 145.00423512),
BUS,6647,20767,Hampton Station/Willis Lane (Hampton),-37.9375,145.0014,2,708,POINT (-37.93752504 145.00137996),
BUS,6648,2077,Civic Dr/Morang Dr (Mill Park),-37.6518,145.0651,2,"383,564,569,382",POINT (-37.65183102 145.06513812),
BUS,6649,20771,Sandringham Station/Station St (Sandringham),-37.9507,145.0043,2,"922,923,600",POINT (-37.95065901 145.00426788),
BUS,6650,20772,High St/Kooyong Rd (Armadale),-37.8554,145.0208,1,605,POINT (-37.85535 145.02077604),
BUS,6651,20787,Evans St/Macedon St (Sunbury),-37.5773,144.7319,2,"486,479",POINT (-37.57734198 144.73194588),
BUS,6652,20789,Melbourne-Lancefield Rd/Sunbury Rd (Sunbury),-37.5965,144.7583,2,479,POINT (-37.59645402 144.75826512),
BUS,6653,20791,Melbourne-Lancefield Rd/Sunbury Rd (Sunbury),-37.5963,144.7584,2,479,POINT (-37.59634899 144.75844908),
BUS,6654,20799,Eltham Station/Main Rd (Eltham),-37.713,145.1484,2,582,POINT (-37.71303597 145.14841296),
BUS,6655,208,Maple Gr/Greenwood Dr (Bundoora),-37.7055,145.0642,2,566,POINT (-37.70550099 145.06417404),
BUS,6656,2080,Danaher Dr/McDonalds Rd (South Morang),-37.6506,145.0821,2,"901,382",POINT (-37.65054996 145.08211716),
BUS,6657,20804,Darebin Station/Heidelberg Rd (Ivanhoe),-37.7749,145.0394,1,546,POINT (-37.77487101 145.03939812),
BUS,6658,2081,Plenty Rd/McDonalds Rd (South Morang),-37.6511,145.0874,2,"901,382",POINT (-37.651068 145.08738504),
BUS,6659,20816,Sunbury Railway Station (Sunbury),-37.5791,144.7286,"2,6",488,POINT (-37.57912398 144.72855216),
BUS,6660,2082,Briar Ct/Gorge Rd (South Morang),-37.6514,145.0903,2,901,POINT (-37.65140397 145.09034712),
BUS,6661,20836,Southern Cross Coach Terminal/Spencer St (Melbourne City),-37.8151,144.9511,"1,6",684,POINT (-37.815084 144.95114916),
BUS,6662,2084,Clarke Rd/Kurrak Rd (Yarrambat),-37.6497,145.1132,2,901,POINT (-37.64968101 145.11317292),
BUS,6663,20859,Collinson St/Spence St (Keilor Park),-37.7208,144.8582,"1,2",476,POINT (-37.72079901 144.85819104),
BUS,6664,2086,Nillumbik Shire Depot/290 Yan Yean Rd (Plenty),-37.6556,145.1243,2,"901,385",POINT (-37.65555396 145.12430304),
BUS,6665,2087,Faneco Rd/Yan Yean Rd (Plenty),-37.6584,145.1256,2,"901,385",POINT (-37.65844899 145.12557888),
BUS,6666,2088,Howell Rd/Yan Yean Rd (Plenty),-37.6692,145.1236,2,"901,385",POINT (-37.66924098 145.123596),
BUS,6667,2089,Mackelroy Rd/Yan Yean Rd (Plenty),-37.6754,145.1259,2,"901,385",POINT (-37.67538897 145.125936),
BUS,6668,209,Noorong Ave/Greenwood Dr (Bundoora),-37.705,145.0615,2,566,POINT (-37.70496099 145.06151184),
BUS,6669,2090,McLaughlans Lane/Diamond Creek Rd (Plenty),-37.6802,145.1227,2,"385,901,343",POINT (-37.68024996 145.12273992),
BUS,6670,2091,Plenty River Dr/Diamond Creek Rd (Greensborough),-37.6832,145.1196,2,"901,343",POINT (-37.68315498 145.11959388),
BUS,6671,20910,Yallambie Rd/Lower Plenty Rd (Viewbank),-37.7295,145.1025,2,513,POINT (-37.72946502 145.10252592),
BUS,6672,20911,Newcastle St/Bell St (Preston),-37.7462,145.0126,1,513,POINT (-37.74623202 145.01257596),
BUS,6673,20918,Chifley Dr/Bell St (Preston),-37.7481,145.0302,1,513,POINT (-37.74809601 145.03023108),
BUS,6674,2092,Oldstead Rd/Diamond Creek Rd (Greensborough),-37.686,145.1171,2,"901,343",POINT (-37.68598197 145.117107),
BUS,6675,20920,Martin St/St Kilda St (Brighton),-37.8954,144.9901,1,"922,923,600",POINT (-37.895373 144.99005688),
BUS,6676,20921,Jetty Rd/Beach Rd (Sandringham),-37.9465,145.0009,2,"922,923,600",POINT (-37.94649201 145.00089792),
BUS,6677,20922,FG Tricks Reserve/Bluff Rd (Black Rock),-37.9657,145.0183,2,"825,922,923,600",POINT (-37.96567497 145.01828412),
BUS,5770,2021,Mackay St/Athol Rd (Springvale South),-37.9721,145.1573,2,813,POINT (-37.97209899 145.15732584),
BUS,5771,20217,Albert Pl/Morris Rd (Hoppers Crossing),-37.8549,144.7055,2,160,POINT (-37.85487003 144.70545204),
BUS,5772,2022,Noble St/Athol Rd (Noble Park),-37.9725,145.161,2,813,POINT (-37.97253504 145.16102592),
BUS,5773,20228,Clarafield Cres/Sayers Rd (Hoppers Crossing),-37.8472,144.6766,2,180,POINT (-37.84722102 144.67658616),
BUS,5774,20229,Sandleford Way/Sayers Rd (Hoppers Crossing),-37.8469,144.6734,2,180,POINT (-37.84685103 144.67335912),
BUS,5775,2023,Jeffery Ave/Athol Rd (Noble Park),-37.9729,145.1642,2,813,POINT (-37.97293599 145.16416908),
BUS,5776,20230,Abbotswood Dr/Tarneit Rd (Hoppers Crossing),-37.8493,144.6691,2,180,POINT (-37.84928904 144.66907692),
BUS,5777,20235,Werribee Park Mansion/Main Dr (Werribee South),-37.9272,144.6718,2,439,POINT (-37.92723696 144.67182804),
BUS,5778,20236,Werribee Zoo Bus Loop/Main Dr (Werribee South),-37.9228,144.6675,2,439,POINT (-37.92282597 144.66753),
BUS,5779,20237,Rivercoast Rd/Beach Rd (Werribee South),-37.9711,144.6862,2,439,POINT (-37.971081 144.68620896),
BUS,5780,2024,Corrigan Rd/Athol Rd (Noble Park),-37.9732,145.166,2,813,POINT (-37.97316198 145.16595108),
BUS,5781,20240,Diggers Rd/K Rd (Werribee South),-37.9446,144.6882,2,439,POINT (-37.94455602 144.68824692),
BUS,5782,20248,Nepean Hwy/South Rd (Moorabbin),-37.9332,145.036,2,"812,811",POINT (-37.93316004 145.03595112),
BUS,5783,2025,Simon Ave/Corrigan Rd (Noble Park),-37.9757,145.1664,2,813,POINT (-37.97569197 145.16638884),
BUS,5784,20250,Hansworth St/Wanda St (Mulgrave),-37.9294,145.1668,2,885,POINT (-37.92944997 145.16677584),
BUS,5785,20252,Albany Dr/Police Rd (Mulgrave),-37.9351,145.1727,2,"814,848,631",POINT (-37.93507596 145.17274716),
BUS,5786,20254,Ranfurlie Dr/Springvale Rd (Glen Waverley),-37.8946,145.1634,2,"850,885,902,742",POINT (-37.89462798 145.16336484),
BUS,5787,20257,Princes Hwy/South Gippsland Hwy (Dandenong South),-38.0026,145.2262,2,892,POINT (-38.00261799 145.22622804),
BUS,5788,20259,Hampton Park SC/Fordholm Rd (Hampton Park),-38.0353,145.2646,2,"894,863",POINT (-38.03529996 145.26455508),
BUS,5789,2026,Wallarano Dr/Corrigan Rd (Noble Park),-37.9787,145.1658,2,813,POINT (-37.97865702 145.16579196),
BUS,5790,20260,Irving Rd/Oakwood Ave (Dandenong North),-37.9624,145.1992,2,"848,814",POINT (-37.96237404 145.19914992),
BUS,5791,20262,Princes Hwy/South Gippsland Hwy (Dandenong South),-38.0023,145.2264,2,892,POINT (-38.00229696 145.22642892),
BUS,5792,20263,Cameron Close Ret Village/Warrigal Rd (Burwood),-37.841,145.0974,"1,2",903,POINT (-37.84100598 145.09744416),
BUS,5793,20264,North Rd/Warrigal Rd (Oakleigh South),-37.9101,145.0852,"1,2",903,POINT (-37.91013597 145.08523404),
BUS,5794,20265,Bossington St/Warrigal Rd (Oakleigh South),-37.9168,145.0839,2,903,POINT (-37.916793 145.08394704),
BUS,5795,20266,Old Dandenong Rd/Warrigal Rd (Oakleigh South),-37.9308,145.0813,2,903,POINT (-37.93082598 145.08128412),
BUS,5796,20268,Mordialloc SC/Centre Way (Mordialloc),-38.0076,145.086,2,"903,706",POINT (-38.00762802 145.086003),
BUS,5797,20269,Wattle Park Primary School/Warrigal Rd (Camberwell),-37.8434,145.0968,"1,2",903,POINT (-37.84337496 145.09681488),
BUS,5798,20270,Hewitt St/Keys Rd (Cheltenham),-37.948,145.0614,2,"812,821,811",POINT (-37.94802696 145.061388),
BUS,5799,20271,Bernard St/Herald St (Cheltenham),-37.9539,145.0733,2,"812,811",POINT (-37.953927 145.07327412),
BUS,6437,2103,Pamburra Ct/Plenty River Dr (Greensborough),-37.6952,145.1053,2,385,POINT (-37.69522902 145.10532816),
BUS,6438,21031,Toyota Australia/Grieve Pde (Altona North),-37.8337,144.8266,"1,2",232,POINT (-37.83366702 144.82655892),
BUS,6439,21032,Foote St/High St (Templestowe Lower),-37.7581,145.1183,2,281,POINT (-37.75810698 145.11833316),
BUS,6440,21035,Research PS/Main Rd (Research),-37.7031,145.1823,2,"579,578",POINT (-37.70313597 145.18229112),
BUS,6441,21036,355 Kangaroo Ground-Warrandyte Rd (Kangaroo Ground),-37.7016,145.2261,2,578,POINT (-37.70157798 145.22611212),
BUS,6442,20279,Friars Rd/Keys Rd (Cheltenham),-37.9484,145.0645,2,"812,821,811",POINT (-37.94835798 145.06448616),
BUS,6443,2028,Allawah Cl/Kingsclere Ave (Keysborough),-37.9841,145.1694,2,"813,824,812",POINT (-37.98408501 145.16944812),
BUS,6444,20280,Earlington Bvd/Westwood Dr (Burnside),-37.7494,144.7493,2,"456,426",POINT (-37.74943602 144.74930904),
BUS,6445,20282,Rockbank Middle Rd/Westwood Dr (Burnside),-37.7474,144.7489,2,"456,426",POINT (-37.74740103 144.74893896),
BUS,6446,20283,St Peter Chanel/Ballarat Rd (Deer Park),-37.7685,144.7686,2,"426,456,215",POINT (-37.76846499 144.76857516),
BUS,6447,20284,Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs),-37.7435,144.7378,2,456,POINT (-37.74346596 144.73777788),
BUS,6448,2029,Chesney St/Kingsclere Ave (Keysborough),-37.9873,145.1697,2,"813,824,812",POINT (-37.98725301 145.16974512),
BUS,6449,203,Kenmare St/Greenwood Dr (Watsonia),-37.7083,145.0774,2,566,POINT (-37.70832096 145.07735004),
BUS,6450,2031,Bundeena Ave/Kingsclere Ave (Keysborough),-37.9907,145.1717,2,"813,824,812",POINT (-37.99070703 145.17165204),
BUS,6451,2033,Kingsclere Ave/Cheltenham Rd (Keysborough),-37.9946,145.1765,2,"815,828,813",POINT (-37.99464003 145.17654192),
BUS,6452,2034,Cabinda Dr/Cheltenham Rd (Keysborough),-37.9951,145.1798,2,"815,828,813",POINT (-37.99508697 145.17982188),
BUS,6453,2035,Cheltenham Rd/Chandler Rd (Keysborough),-37.9939,145.1819,2,"815,813",POINT (-37.99393002 145.18191204),
BUS,6454,2036,Parkmore Rd/Chandler Rd (Keysborough),-37.9909,145.1825,2,"815,813",POINT (-37.99092897 145.18251),
BUS,6455,2037,Elmbank Dr/Chandler Rd (Keysborough),-37.9891,145.1829,2,"815,813",POINT (-37.98905103 145.182852),
BUS,6456,20371,Eastern Fwy/Eastern Fwy On Ramp (Balwyn North),-37.781,145.0783,"1,2","905,305",POINT (-37.78097202 145.07825112),
BUS,6457,20375,Graduate Cres/Brandon Park Dr (Wheelers Hill),-37.9092,145.1639,2,850,POINT (-37.90917297 145.16391312),
BUS,6458,20376,Mackellar Ave/Brandon Park Dr (Wheelers Hill),-37.9119,145.1663,2,850,POINT (-37.91185101 145.16630316),
BUS,6459,20377,Drysdale Ct/Brandon Park Dr (Wheelers Hill),-37.9138,145.1683,2,850,POINT (-37.91384703 145.16832384),
BUS,6460,20378,Tudawali Cres/Brandon Park Dr (Wheelers Hill),-37.9164,145.1709,2,850,POINT (-37.91639304 145.17093384),
BUS,6461,20379,Ondine Dr/Brandon Park Dr (Wheelers Hill),-37.9182,145.1736,2,850,POINT (-37.91819097 145.17356292),
BUS,6462,2038,Somerset Dr/Chandler Rd (Keysborough),-37.9869,145.1833,2,"815,813",POINT (-37.98690399 145.18326888),
BUS,6463,20380,Lum Rd/Brandon Park Dr (Wheelers Hill),-37.917,145.1771,2,850,POINT (-37.91701197 145.17713016),
BUS,6464,20381,Heatherton Rd/Menzies Ave (Dandenong North),-37.9691,145.2113,2,850,POINT (-37.96907598 145.21132584),
BUS,6465,20382,De Villiers Dr/James St (Dandenong North),-37.9714,145.2109,2,850,POINT (-37.97144802 145.21088088),
BUS,6466,20383,Charles St/James St (Dandenong),-37.974,145.2104,2,850,POINT (-37.97399097 145.21039812),
BUS,6467,20384,David St/James St (Dandenong North),-37.9766,145.2099,2,850,POINT (-37.97657001 145.20990312),
BUS,6468,2039,Isaac Rd/Chandler Rd (Keysborough),-37.9842,145.1838,2,"815,813",POINT (-37.98422604 145.18379088),
BUS,6469,20390,Mt Alexander Rd/Ormond Rd (Ascot Vale),-37.7727,144.9282,1,"505,504",POINT (-37.77270498 144.92815992),
BUS,6470,20391,Ormond Park/Ormond Rd (Ascot Vale),-37.7734,144.9343,1,"505,504",POINT (-37.77337098 144.93427308),
BUS,6471,20392,Stranger St/Brunswick Rd (Brunswick),-37.7777,144.9644,1,504,POINT (-37.77765498 144.96444504),
BUS,6472,20394,Head St/New St (Brighton),-37.8918,144.9956,1,603,POINT (-37.89178299 144.995625),
BUS,6473,20397,King Edward Ave/Sydney St (Albion),-37.782,144.8224,"1,2","456,426",POINT (-37.78203402 144.82237212),
BUS,6474,204,Gresswell Park Dr/Greenwood Dr (Watsonia),-37.7081,145.0749,2,566,POINT (-37.708083 145.07492904),
BUS,6475,2040,Popes Rd/Chandler Rd (Noble Park),-37.9824,145.1841,2,"815,813",POINT (-37.98243801 145.18414188),
BUS,6476,20400,North Brighton Station/Bay St (Brighton),-37.9055,145.0032,"1,2",626,POINT (-37.90553697 145.00316808),
BUS,6477,20401,Shorts Rd/Lorensen Ave (Coburg North),-37.7235,144.9608,"1,2",534,POINT (-37.72353798 144.96075396),
BUS,6478,20409,Mountain Hwy/Stud Rd (Wantirna),-37.8448,145.2477,2,664,POINT (-37.84483404 145.24769808),
BUS,6479,2041,Stackpoole St/Chandler Rd (Noble Park),-37.9805,145.1845,2,"813,815,812",POINT (-37.98046197 145.18453284),
BUS,6480,20410,Stranger St/Brunswick Rd (Brunswick),-37.7774,144.964,1,504,POINT (-37.77741198 144.96398604),
BUS,6481,20411,Nicholson St/Reid St (Fitzroy North),-37.7851,144.9767,1,504,POINT (-37.78514802 144.97671888),
BUS,6482,2042,Yarraman Rd/Chandler Rd (Noble Park),-37.9779,145.185,2,"813,815,812",POINT (-37.97791803 145.184994),
BUS,6483,20429,Braybrook SC/Ashley St (Braybrook),-37.7817,144.8653,1,220,POINT (-37.78165701 144.86528016),
BUS,6484,2043,Lynette Ct/Chandler Rd (Noble Park),-37.9757,145.1854,2,"813,815,812",POINT (-37.97568099 145.18539),
BUS,6485,20436,Francis St/Malvern Rd (South Yarra),-37.8477,145.0001,1,"604,603",POINT (-37.84773798 145.00013616),
BUS,6486,20438,Magnolia Rd/Gardenvale Rd (Gardenvale),-37.898,145.0099,1,630,POINT (-37.89804501 145.00988604),
BUS,6487,20439,Begonia Rd/Gardenvale Rd (Gardenvale),-37.8978,145.0075,1,630,POINT (-37.89775998 145.00747188),
BUS,6488,2044,Pamela St/Railway Pde (Noble Park),-37.9747,145.1874,2,"813,815,812",POINT (-37.97465697 145.18738512),
BUS,6489,20440,Braybrook SC/Ashley St (Braybrook),-37.7817,144.8654,1,220,POINT (-37.78169598 144.86543784),
BUS,6490,20448,The Pines SC/Reynolds Rd (Doncaster East),-37.7629,145.1678,2,"906,901",POINT (-37.76287896 145.16777484),
BUS,6491,2045,Liege Ave/Railway Pde (Noble Park),-37.9761,145.1894,2,"813,815,812",POINT (-37.97608401 145.18936512),
BUS,6492,20450,The Pines SC/Reynolds Rd (Doncaster East),-37.7628,145.1682,2,"901,906,280",POINT (-37.76280399 145.16818488),
BUS,6493,20458,Flinders Lane/Queen St (Melbourne City),-37.8181,144.962,1,605,POINT (-37.81809297 144.96200604),
BUS,6494,20459,Flinders Lane/Queen St (Melbourne City),-37.8177,144.9618,1,"220,234,236,216",POINT (-37.817685 144.96182388),
BUS,6495,2046,Yarraman Station/Railway Pde (Noble Park),-37.9786,145.1929,2,"813,815,812",POINT (-37.97856297 145.19287908),
BUS,6496,20460,Collins St/Queen St (Melbourne City),-37.8166,144.9613,1,"309,303",POINT (-37.81664802 144.96129612),
BUS,6497,20461,Little Collins St/Queen St (Melbourne City),-37.8162,144.9611,1,"207,250,251,350,200",POINT (-37.81617597 144.96110388),
BUS,6498,20462,Bourke St/Queen St (Melbourne City),-37.8153,144.9607,1,"220,232,234,235,236,000,000",POINT (-37.81526796 144.96069816),
BUS,6499,20463,Bourke St/Queen St (Melbourne City),-37.8145,144.9604,1,"207,250,251,303,309,000,000",POINT (-37.81453203 144.96036588),
BUS,6500,20464,Bourke St/Queen St (Melbourne City),-37.8145,144.9603,1,605,POINT (-37.81446804 144.96032196),
BUS,6501,20465,Lonsdale St/Queen St (Melbourne City),-37.8134,144.9598,1,"220,232,234,235,236,000,000",POINT (-37.81336896 144.95982984),
BUS,6502,20466,La Trobe St/Queen St (Melbourne City),-37.8117,144.9591,1,"232,234,235,236,237,000",POINT (-37.81169802 144.95906916),
BUS,6503,20468,Queen Victoria Market/Franklin St (Melbourne City),-37.8095,144.9562,1,"232,234,235,236,237,000,000",POINT (-37.80949401 144.95618808),
BUS,6504,20469,Queen Victoria Market/Peel St (Melbourne City),-37.8093,144.9555,1,220,POINT (-37.80933003 144.95553396),
BUS,6505,2047,Dallimore Ct/Railway Pde (Noble Park),-37.9803,145.1955,2,"813,815,812",POINT (-37.98033201 145.19545416),
BUS,6506,20470,William St/A'Beckett St (Melbourne City),-37.8105,144.9563,1,"232,234,235,236,237,000",POINT (-37.81048797 144.956331),
BUS,6507,20471,La Trobe St/Queen St (Melbourne City),-37.8106,144.9588,1,"232,234,235,236,237,000",POINT (-37.81060398 144.95884992),
BUS,6508,20472,Lonsdale St/Queen St (Melbourne City),-37.8125,144.9597,1,"232,234,235,236,237,000",POINT (-37.81254798 144.95972688),
BUS,6509,20473,Little Bourke St/Queen St (Melbourne City),-37.8138,144.9603,1,"207,250,251,303,309,000,000",POINT (-37.81379196 144.96029496),
BUS,6510,20474,Bourke St/Queen St (Melbourne City),-37.8146,144.9607,1,"220,234,236,605,216",POINT (-37.81462797 144.96068088),
BUS,6511,20475,Little Collins St/Queen St (Melbourne City),-37.8157,144.9612,1,"207,232,235,237,250,000,000,000,000,000",POINT (-37.81568196 144.96117516),
BUS,6512,20477,Casino East/Queens Bridge St (Southbank),-37.8221,144.9612,1,"236,605,234",POINT (-37.82208996 144.96121404),
BUS,6513,2048,Belfort St/Railway Pde (Dandenong),-37.9824,145.1984,2,"813,815,812",POINT (-37.98238698 145.19841012),
BUS,6514,20480,Kavanagh St/Southbank Bvd (Southbank),-37.8231,144.9658,1,605,POINT (-37.82309697 144.96577596),
BUS,6515,20487,Victorian College of the Arts/Southbank Bvd (Southbank),-37.8237,144.9682,1,605,POINT (-37.82370699 144.96824808),
BUS,6516,20488,City Rd/Southbank Bvd (Southbank),-37.8231,144.9647,1,605,POINT (-37.82312199 144.96465096),
BUS,6517,20489,Casino East/Queens Bridge St (Southbank),-37.8217,144.9613,1,"236,605,234",POINT (-37.82169396 144.96125904),
BUS,6518,205,Lea Cres/Greenwood Dr (Bundoora),-37.7078,145.0722,2,566,POINT (-37.70778501 145.07216892),
BUS,6519,2051,Mt Cooper Dr/Plenty Rd (Bundoora),-37.703,145.0564,2,382,POINT (-37.70295804 145.05643692),
BUS,6520,2052,Grimshaw St/Plenty Rd (Bundoora),-37.7006,145.0579,2,382,POINT (-37.70056701 145.05788304),
BUS,6521,2053,Elwood St/New St (Brighton),-37.9001,144.9941,1,603,POINT (-37.90006497 144.99405792),
BUS,6522,2054,North Rd/New St (Brighton),-37.8977,144.9945,1,603,POINT (-37.89772002 144.99450792),
BUS,6523,2056,Martin St/New St (Brighton),-37.8966,144.9947,1,603,POINT (-37.89657999 144.99472104),
BUS,6524,20574,Bentleigh Station/Centre Rd (Bentleigh),-37.9182,145.0373,"1,2",703,POINT (-37.91820501 145.03732704),
BUS,6525,20575,Bent St/Centre Rd (Bentleigh),-37.9183,145.0378,"1,2",701,POINT (-37.91827701 145.03783716),
BUS,6526,20577,McKinnon Station/McKinnon Rd (Mckinnon),-37.911,145.0384,"1,2",626,POINT (-37.91099601 145.03844016),
BUS,6527,20578,McKinnon Station/McKinnon Rd (Mckinnon),-37.9111,145.0384,"1,2",626,POINT (-37.91112102 145.03836816),
BUS,6528,20583,Caulfield Station/Sir John Monash Dr (Caulfield East),-37.8769,145.0423,1,624,POINT (-37.87694199 145.04232204),
BUS,6529,20587,Toorak Station/Clendon Rd (Armadale),-37.8506,145.0154,1,605,POINT (-37.85061897 145.01539008),
BUS,6530,206,Bendoran Cres/Greenwood Dr (Bundoora),-37.707,145.0697,2,566,POINT (-37.70700597 145.06969284),
BUS,6531,20641,Francesca Dr/Plenty Rd (Mernda),-37.6096,145.0942,2,"387,382",POINT (-37.60955901 145.09416996),
BUS,6532,20645,Campaspe Cres/Patterson Ave (Keilor Downs),-37.7213,144.8233,2,476,POINT (-37.721259 144.82330308),
BUS,6533,20646,Tunstall Rd/Doncaster Rd (Doncaster East),-37.79,145.1708,2,"907,902",POINT (-37.79001504 145.17076104),
BUS,6534,20649,Saturn St/Kooyong Rd (Caulfield South),-37.8966,145.0129,1,"605,604",POINT (-37.89664398 145.01289204),
BUS,6535,20650,Clarence St/Kooyong Rd (Elsternwick),-37.8929,145.0136,1,605,POINT (-37.89288999 145.013607),
BUS,6536,20651,Trevelyan St/Kooyong Rd (Elsternwick),-37.8905,145.014,1,605,POINT (-37.89048204 145.01404692),
BUS,6537,20652,Buxton St/Kooyong Rd (Elsternwick),-37.8889,145.0144,1,605,POINT (-37.88893701 145.01435004),
BUS,6538,20653,Burreel Ave/Kooyong Rd (Elsternwick),-37.8872,145.0147,1,605,POINT (-37.88715798 145.01469384),
BUS,6539,20654,Murray St/Kooyong Rd (Elsternwick),-37.8848,145.0151,1,605,POINT (-37.88480502 145.01513196),
BUS,6540,20655,Prentice St/Kooyong Rd (Elsternwick),-37.8837,145.0153,1,605,POINT (-37.883727 145.01534292),
BUS,6541,20656,Seymour Rd/Kooyong Rd (Elsternwick),-37.882,145.0157,1,605,POINT (-37.88200197 145.01567412),
BUS,6542,20658,Glen Eira Rd/Kooyong Rd (Elsternwick),-37.8795,145.0162,1,605,POINT (-37.879506 145.01618388),
BUS,6543,20659,Yanakie Cres/Kooyong Rd (Caulfield North),-37.8771,145.0167,1,605,POINT (-37.87711596 145.01665692),
BUS,6544,2066,Roycroft Ave/Betula Ave (Mill Park),-37.6686,145.0602,2,"564,382",POINT (-37.66861197 145.06021296),
